E,redet,imdet
-14.37,-2.0697580562961623e-7,0.0
-14.36,-2.0831606540801018e-7,0.0
-14.35,-2.096452917966329e-7,0.0
-14.34,-2.109632761539443e-7,0.0
-14.33,-2.1226980919479288e-7,0.0
-14.32,-2.1356468099716837e-7,0.0
-14.31,-2.1484768100903265e-7,0.0
-14.3,-2.161185980551983e-7,0.0
-14.29,-2.1737722034428978e-7,0.0
-14.28,-2.186233354757601e-7,0.0
-14.27,-2.1985673044698371e-7,0.0
-14.26,-2.2107719166040908e-7,0.0
-14.25,-2.2228450493078916e-7,0.0
-14.24,-2.2347845549247458e-7,0.0
-14.23,-2.246588280067707e-7,0.0
-14.22,-2.2582540656937837e-7,0.0
-14.21,-2.2697797471789173e-7,0.0
-14.2,-2.281163154393751e-7,0.0
-14.19,-2.292402111780037e-7,0.0
-14.18,-2.3034944384277919e-7,0.0
-14.17,-2.3144379481532245e-7,0.0
-14.16,-2.3252304495772403e-7,0.0
-14.15,-2.3358697462048464e-7,0.0
-14.14,-2.3463536365051223e-7,0.0
-14.13,-2.3566799139920992e-7,0.0
-14.12,-2.3668463673061966e-7,0.0
-14.11,-2.3768507802965345e-7,0.0
-14.1,-2.3866909321039605e-7,0.0
-14.09,-2.396364597244776e-7,0.0
-14.08,-2.40586954569533e-7,0.0
-14.07,-2.415203542977273e-7,0.0
-14.06,-2.4243643502435863e-7,0.0
-14.05,-2.4333497243654747e-7,0.0
-14.04,-2.4421574180199023e-7,0.0
-14.03,-2.4507851797780757e-7,0.0
-14.02,-2.4592307541944913e-7,0.0
-14.01,-2.467491881897012e-7,0.0
-14.0,-2.4755662996775386e-7,0.0
-13.99,-2.4834517405836225e-7,0.0
-13.98,-2.491145934010814e-7,0.0
-13.97,-2.4986466057958076e-7,0.0
-13.96,-2.505951478310472e-7,0.0
-13.95,-2.5130582705566017e-7,0.0
-13.94,-2.5199646982615955e-7,0.0
-13.93,-2.5266684739748656e-7,0.0
-13.92,-2.533167307165193e-7,0.0
-13.91,-2.539458904318755e-7,0.0
-13.9,-2.5455409690382407e-7,0.0
-13.89,-2.551411202142542e-7,0.0
-13.88,-2.557067301767477e-7,0.0
-13.87,-2.56250696346737e-7,0.0
-13.86,-2.567727880317402e-7,0.0
-13.85,-2.5727277430168553e-7,0.0
-13.84,-2.5775042399933174e-7,0.0
-13.83,-2.5820550575076763e-7,0.0
-13.82,-2.5863778797600177e-7,0.0
-13.81,-2.590470388996443e-7,0.0
-13.8,-2.5943302656167237e-7,0.0
-13.79,-2.5979551882829423e-7,0.0
-13.78,-2.6013428340289637e-7,0.0
-13.77,-2.6044908783708333e-7,0.0
-13.76,-2.607396995418119e-7,0.0
-13.75,-2.610058857986156e-7,0.0
-13.74,-2.612474137709244e-7,0.0
-13.73,-2.614640505154664e-7,0.0
-13.72,-2.6165556299378455e-7,0.0
-13.71,-2.6182171808382623e-7,0.0
-13.7,-2.619622825916432e-7,0.0
-13.69,-2.620770232631726e-7,0.0
-13.68,-2.621657067961328e-7,0.0
-13.67,-2.6222809985199653e-7,0.0
-13.66,-2.6226396906807325e-7,0.0
-13.65,-2.6227308106968216e-7,0.0
-13.64,-2.622552024824328e-7,0.0
-13.63,-2.622100999445967e-7,0.0
-13.62,-2.621375401195734e-7,0.0
-13.61,-2.620372897084751e-7,0.0
-13.6,-2.619091154627882e-7,0.0
-13.59,-2.6175278419715784e-7,0.0
-13.58,-2.615680628022597e-7,0.0
-13.57,-2.6135471825777665e-7,0.0
-13.56,-2.611125176454808e-7,0.0
-13.55,-2.60841228162427e-7,0.0
-13.54,-2.6054061713422385e-7,0.0
-13.53,-2.602104520284493e-7,0.0
-13.52,-2.5985050046812954e-7,0.0
-13.51,-2.594605302453571e-7,0.0
-13.5,-2.590403093349953e-7,0.0
-13.49,-2.585896059085004e-7,0.0
-13.48,-2.581081883478424e-7,0.0
-13.47,-2.5759582525954866e-7,0.0
-13.46,-2.5705228548883274e-7,0.0
-13.45,-2.5647733813386287e-7,0.0
-13.44,-2.5587075256011367e-7,0.0
-13.43,-2.5523229841484144e-7,0.0
-13.42,-2.5456174564167447e-7,0.0
-13.41,-2.53858864495304e-7,0.0
-13.4,-2.531234255562983e-7,0.0
-13.39,-2.5235519974602434e-7,0.0
-13.38,-2.515539583416795e-7,0.0
-13.37,-2.5071947299145535e-7,0.0
-13.36,-2.4985151572978974e-7,0.0
-13.35,-2.4894985899276087e-7,0.0
-13.34,-2.480142756335779e-7,0.0
-13.33,-2.4704453893820897e-7,0.0
-13.32,-2.4604042264109885e-7,0.0
-13.31,-2.450017009410386e-7,0.0
-13.3,-2.4392814851712335e-7,0.0
-13.29,-2.4281954054485074e-7,0.0
-13.28,-2.416756527123387e-7,0.0
-13.27,-2.404962612366428e-7,0.0
-13.26,-2.39281142880228e-7,0.0
-13.25,-2.380300749675367e-7,0.0
-13.24,-2.3674283540169135e-7,0.0
-13.23,-2.3541920268132084e-7,0.0
-13.22,-2.3405895591751058e-7,0.0
-13.21,-2.3266187485087087e-7,0.0
-13.2,-2.3122773986874578e-7,0.0
-13.19,-2.2975633202253748e-7,0.0
-13.18,-2.2824743304515242e-7,0.0
-13.17,-2.2670082536859606e-7,0.0
-13.16,-2.2511629214168467e-7,0.0
-13.15,-2.234936172478671e-7,0.0
-13.14,-2.2183258532321917e-7,0.0
-13.13,-2.201329817745292e-7,0.0
-13.12,-2.1839459279754443e-7,0.0
-13.11,-2.1661720539532189e-7,0.0
-13.1,-2.1480060739673784e-7,0.0
-13.09,-2.1294458747511906e-7,0.0
-13.08,-2.1104893516700406e-7,0.0
-13.07,-2.091134408910534e-7,0.0
-13.06,-2.0713789596707501e-7,0.0
-13.05,-2.0512209263521784e-7,0.0
-13.04,-2.030658240752655e-7,0.0
-13.03,-2.0096888442610006e-7,0.0
-13.02,-1.9883106880528221e-7,0.0
-13.01,-1.9665217332878312e-7,0.0
-13.0,-1.9443199513086247e-7,0.0
-12.99,-1.9217033238406448e-7,0.0
-12.98,-1.8986698431937587e-7,0.0
-12.97,-1.875217512465303e-7,0.0
-12.96,-1.8513443457443388e-7,0.0
-12.95,-1.8270483683175523e-7,0.0
-12.94,-1.802327616876524e-7,0.0
-12.93,-1.777180139726452e-7,0.0
-12.92,-1.7516039969964083e-7,0.0
-12.91,-1.7255972608509276e-7,0.0
-12.9,-1.6991580157032522e-7,0.0
-12.89,-1.6722843584299084e-7,0.0
-12.88,-1.644974398586897e-7,0.0
-12.87,-1.6172262586273528e-7,0.0
-12.86,-1.5890380741206747e-7,0.0
-12.85,-1.5604079939732113e-7,0.0
-12.84,-1.5313341806504745e-7,0.0
-12.83,-1.5018148104009625e-7,0.0
-12.82,-1.4718480734813395e-7,0.0
-12.81,-1.4414321743833123e-7,0.0
-12.8,-1.410565332062194e-7,0.0
-12.79,-1.37924578016659e-7,0.0
-12.78,-1.3474717672702496e-7,0.0
-12.77,-1.3152415571050501e-7,0.0
-12.76,-1.2825534287957572e-7,0.0
-12.75,-1.249405677096404e-7,0.0
-12.74,-1.2157966126282415e-7,0.0
-12.73,-1.1817245621192406e-7,0.0
-12.72,-1.1471878686453813e-7,0.0
-12.71,-1.1121848918734162e-7,0.0
-12.7,-1.0767140083054563e-7,0.0
-12.69,-1.0407736115249772e-7,0.0
-12.68,-1.0043621124447381e-7,0.0
-12.67,-9.674779395561027e-8,0.0
-12.66,-9.301195391803748e-8,0.0
-12.65,-8.92285375721449e-8,0.0
-12.64,-8.539739319205046e-8,0.0
-12.63,-8.151837091120438e-8,0.0
-12.62,-7.75913227482041e-8,0.0
-12.61,-7.361610263275975e-8,0.0
-12.6,-6.959256643181158e-8,0.0
-12.59,-6.552057197586968e-8,0.0
-12.58,-6.139997908549691e-8,0.0
-12.57,-5.7230649597965214e-8,0.0
-12.56,-5.301244739410464e-8,0.0
-12.55,-4.8745238425322295e-8,0.0
-12.54,-4.44288907407981e-8,0.0
-12.53,-4.006327451486404e-8,0.0
-12.52,-3.564826207455996e-8,0.0
-12.51,-3.1183727927368846e-8,0.0
-12.5,-2.66695487891387e-8,0.0
-12.49,-2.21056036121971e-8,0.0
-12.48,-1.7491773613623423e-8,0.0
-12.47,-1.2827942303722748e-8,0.0
-12.46,-8.113995514699947e-9,0.0
-12.45,-3.349821429480126e-9,0.0
-12.44,1.4646893892396924e-9,0.0
-12.43,6.329643969780089e-9,0.0
-12.42,1.1245146902061694e-8,0.0
-12.41,1.621130030801257e-8,0.0
-12.4,2.122820381177471e-8,0.0
-12.39,2.6295954509709158e-8,0.0
-12.38,3.1414646940239196e-8,0.0
-12.37,3.658437305346361e-8,0.0
-12.36,4.1805222180583594e-8,0.0
-12.35,4.707728100316286e-8,0.0
-12.34,5.2400633522154624e-8,0.0
-12.33,5.7775361026732895e-8,0.0
-12.32,6.320154206296247e-8,0.0
-12.31,6.867925240221905e-8,0.0
-12.3,7.420856500944917e-8,0.0
-12.29,7.97895500111948e-8,0.0
-12.28,8.542227466344291e-8,0.0
-12.27,9.110680331925872e-8,0.0
-12.26,9.68431973962162e-8,0.0
-12.25,1.0263151534361288e-7,0.0
-12.24,1.0847181260950388e-7,0.0
-12.23,1.1436414160748812e-7,0.0
-12.22,1.2030855168333545e-7,0.0
-12.21,1.263050890813623e-7,0.0
-12.2,1.3235379691061118e-7,0.0
-12.19,1.3845471511083037e-7,0.0
-12.18,1.446078804182242e-7,0.0
-12.17,1.5081332633098988e-7,0.0
-12.16,1.5707108307465595e-7,0.0
-12.15,1.6338117756719728e-7,0.0
-12.14,1.6974363338391158e-7,0.0
-12.13,1.7615847072212414e-7,0.0
-12.12,1.8262570636562916e-7,0.0
-12.11,1.891453536489279e-7,0.0
-12.1,1.9571742242126615e-7,0.0
-12.09,2.0234191901041697e-7,0.0
-12.08,2.090188461862536e-7,0.0
-12.07,2.1574820312411934e-7,0.0
-12.06,2.2252998536792646e-7,0.0
-12.05,2.2936418479308406e-7,0.0
-12.04,2.3625078956915126e-7,0.0
-12.03,2.431897841222915e-7,0.0
-12.02,2.501811490975002e-7,0.0
-12.01,2.572248613205713e-7,0.0
-12.0,2.6432089375986424e-7,0.0
-11.99,2.714692154878286e-7,0.0
-11.98,2.786697916422987e-7,0.0
-11.97,2.8592258338754474e-7,0.0
-11.96,2.932275478750941e-7,0.0
-11.95,3.00584638204328e-7,0.0
-11.94,3.079938033828097e-7,0.0
-11.93,3.154549882864186e-7,0.0
-11.92,3.229681336192149e-7,0.0
-11.91,3.305331758730509e-7,0.0
-11.9,3.3815004728698996e-7,0.0
-11.89,3.458186758064368e-7,0.0
-11.88,3.535389850420491e-7,0.0
-11.87,3.6131089422838423e-7,0.0
-11.86,3.6913431818232497e-7,0.0
-11.85,3.770091672612409e-7,0.0
-11.84,3.849353473209156e-7,0.0
-11.83,3.929127596732054e-7,0.0
-11.82,4.009413010434662e-7,0.0
-11.81,4.0902086352772244e-7,0.0
-11.8,4.1715133454958306e-7,0.0
-11.79,4.253325968169177e-7,0.0
-11.78,4.3356452827824745e-7,0.0
-11.77,4.4184700207891285e-7,0.0
-11.76,4.501798865169754e-7,0.0
-11.75,4.5856304499885214e-7,0.0
-11.74,4.6699633599470184e-7,0.0
-11.73,4.7547961299355577e-7,0.0
-11.72,4.840127244581678e-7,0.0
-11.71,4.925955137796302e-7,0.0
-11.7,5.012278192317037e-7,0.0
-11.69,5.099094739249078e-7,0.0
-11.68,5.186403057603023e-7,0.0
-11.67,5.274201373830725e-7,0.0
-11.66,5.362487861357768e-7,0.0
-11.65,5.451260640113677e-7,0.0
-11.64,5.540517776059305e-7,0.0
-11.63,5.630257280711715e-7,0.0
-11.62,5.720477110665854e-7,0.0
-11.61,5.811175167114089e-7,0.0
-11.6,5.902349295362814e-7,0.0
-11.59,5.993997284345865e-7,0.0
-11.58,6.086116866136034e-7,0.0
-11.57,6.178705715453151e-7,0.0
-11.56,6.271761449169394e-7,0.0
-11.55,6.365281625812377e-7,0.0
-11.54,6.45926374506485e-7,0.0
-11.53,6.553705247261879e-7,0.0
-11.52,6.648603512885079e-7,0.0
-11.51,6.743955862054271e-7,0.0
-11.5,6.839759554015766e-7,0.0
-11.49,6.936011786628589e-7,0.0
-11.48,7.032709695847006e-7,0.0
-11.47,7.129850355200884e-7,0.0
-11.46,7.227430775272582e-7,0.0
-11.45,7.325447903171423e-7,0.0
-11.44,7.423898622005035e-7,0.0
-11.43,7.522779750347757e-7,0.0
-11.42,7.622088041706174e-7,0.0
-11.41,7.72182018398187e-7,0.0
-11.4,7.821972798930871e-7,0.0
-11.39,7.922542441620504e-7,0.0
-11.38,8.023525599883031e-7,0.0
-11.37,8.124918693766562e-7,0.0
-11.36,8.226718074982704e-7,0.0
-11.35,8.328920026351431e-7,0.0
-11.34,8.431520761242776e-7,0.0
-11.33,8.534516423015722e-7,0.0
-11.32,8.637903084453788e-7,0.0
-11.31,8.741676747197895e-7,0.0
-11.3,8.845833341175893e-7,0.0
-11.29,8.950368724029179e-7,0.0
-11.28,9.055278680536451e-7,0.0
-11.27,9.160558922033709e-7,0.0
-11.26,9.266205085832148e-7,0.0
-11.25,9.372212734632106e-7,0.0
-11.24,9.4785773559342e-7,0.0
-11.23,9.585294361447684e-7,0.0
-11.22,9.692359086495118e-7,0.0
-11.21,9.799766789414297e-7,0.0
-11.2,9.907512650956851e-7,0.0
-11.19,1.001559177368364e-6,0.0
-11.18,1.012399918135735e-6,0.0
-11.17,1.0232729818331466e-6,0.0
-11.16,1.0341778548936224e-6,0.0
-11.15,1.0451140156861635e-6,0.0
-11.14,1.0560809344536855e-6,0.0
-11.13,1.0670780732506505e-6,0.0
-11.12,1.0781048858804178e-6,0.0
-11.11,1.08916081783219e-6,0.0
-11.1,1.1002453062177308e-6,0.0
-11.09,1.1113577797076868e-6,0.0
-11.08,1.122497658467586e-6,0.0
-11.07,1.1336643540935771e-6,0.0
-11.06,1.1448572695477558e-6,0.0
-11.05,1.1560757990932378e-6,0.0
-11.04,1.1673193282288275e-6,0.0
-11.03,1.1785872336234294e-6,0.0
-11.02,1.1898788830500997e-6,0.0
-11.01,1.2011936353197369e-6,0.0
-11.0,1.2125308402144769e-6,0.0
-10.99,1.2238898384207653e-6,0.0
-10.98,1.2352699614620601e-6,0.0
-10.97,1.2466705316312092e-6,0.0
-10.96,1.258090861922512e-6,0.0
-10.95,1.2695302559634297e-6,0.0
-10.94,1.2809880079459462e-6,0.0
-10.93,1.2924634025576259e-6,0.0
-10.92,1.3039557149123095e-6,0.0
-10.91,1.3154642104804675e-6,0.0
-10.9,1.3269881450192196e-6,0.0
-10.89,1.3385267645020314e-6,0.0
-10.88,1.350079305048036e-6,0.0
-10.87,1.3616449928510258e-6,0.0
-10.86,1.37322304410814e-6,0.0
-10.85,1.384812664948143e-6,0.0
-10.84,1.396413051359399e-6,0.0
-10.83,1.4080233891175215e-6,0.0
-10.82,1.4196428537126152e-6,0.0
-10.81,1.4312706102762237e-6,0.0
-10.8,1.4429058135079314e-6,0.0
-10.79,1.454547607601585e-6,0.0
-10.78,1.4661951261711855e-6,0.0
-10.77,1.4778474921764376e-6,0.0
-10.76,1.4895038178479622e-6,0.0
-10.75,1.501163204612128e-6,0.0
-10.74,1.5128247430155145e-6,0.0
-10.73,1.524487512649176e-6,0.0
-10.72,1.5361505820722855e-6,0.0
-10.71,1.5478130087357002e-6,0.0
-10.7,1.5594738389050107e-6,0.0
-10.69,1.5711321075832764e-6,0.0
-10.68,1.5827868384334693e-6,0.0
-10.67,1.5944370437004547e-6,0.0
-10.66,1.6060817241327194e-6,0.0
-10.65,1.6177198689036883e-6,0.0
-10.64,1.6293504555327286e-6,0.0
-10.63,1.6409724498057462e-6,0.0
-10.62,1.6525848056954944e-6,0.0
-10.61,1.6641864652814805e-6,0.0
-10.6,1.6757763586695352e-6,0.0
-10.59,1.6873534039110093e-6,0.0
-10.58,1.69891650692167e-6,0.0
-10.57,1.7104645614001727e-6,0.0
-10.56,1.721996448746229e-6,0.0
-10.55,1.7335110379783897e-6,0.0
-10.54,1.7450071856514733e-6,0.0
-10.53,1.7564837357737e-6,0.0
-10.52,1.7679395197233612e-6,0.0
-10.51,1.7793733561652017e-6,0.0
-10.5,1.7907840509665154e-6,0.0
-10.49,1.8021703971126968e-6,0.0
-10.48,1.8135311746226443e-6,0.0
-10.47,1.8248651504636503e-6,0.0
-10.46,1.8361710784660341e-6,0.0
-10.45,1.8474476992373975e-6,0.0
-10.44,1.8586937400764937e-6,0.0
-10.43,1.869907914886758e-6,0.0
-10.42,1.8810889240895188e-6,0.0
-10.41,1.8922354545368304e-6,0.0
-10.4,1.9033461794239213e-6,0.0
-10.39,1.9144197582013166e-6,0.0
-10.38,1.925454836486666e-6,0.0
-10.37,1.9364500459761046e-6,0.0
-10.36,1.9474040043553247e-6,0.0
-10.35,1.958315315210342e-6,0.0
-10.34,1.969182567937819e-6,0.0
-10.33,1.9800043376550966e-6,0.0
-10.32,1.9907791851098435e-6,0.0
-10.31,2.0015056565894125e-6,0.0
-10.3,2.0121822838297947e-6,0.0
-10.29,2.0228075839242082e-6,0.0
-10.28,2.0333800592314366e-6,0.0
-10.27,2.043898197283699e-6,0.0
-10.26,2.054360470694294e-6,0.0
-10.25,2.0647653370647833e-6,0.0
-10.24,2.0751112388919474e-6,0.0
-10.23,2.0853966034742813e-6,0.0
-10.22,2.095619842818267e-6,0.0
-10.21,2.10577935354421e-6,0.0
-10.2,2.115873516791783e-6,0.0
-10.19,2.1259006981252267e-6,0.0
-10.18,2.135859247438201e-6,0.0
-10.17,2.1457474988583415e-6,0.0
-10.16,2.1555637706513813e-6,0.0
-10.15,2.1653063651251093e-6,0.0
-10.14,2.1749735685327598e-6,0.0
-10.13,2.1845636509763472e-6,0.0
-10.12,2.1940748663094486e-6,0.0
-10.11,2.2035054520397348e-6,0.0
-10.1,2.2128536292312475e-6,0.0
-10.09,2.222117602406231e-6,0.0
-10.08,2.2312955594466953e-6,0.0
-10.07,2.240385671495691e-6,0.0
-10.06,2.2493860928582464e-6,0.0
-10.05,2.2582949609019367e-6,0.0
-10.04,2.267110395957183e-6,0.0
-10.03,2.275830501217271e-6,0.0
-10.02,2.2844533626379436e-6,0.0
-10.01,2.292977048836873e-6,0.0
-10.0,2.3013996109925953e-6,0.0
-9.99,2.309719082743328e-6,0.0
-9.98,2.3179334800854256e-6,0.0
-9.97,2.3260408012714456e-6,0.0
-9.96,2.3340390267080957e-6,0.0
-9.95,2.341926118853698e-6,0.0
-9.94,2.3497000221155073e-6,0.0
-9.93,2.3573586627466607e-6,0.0
-9.92,2.3648999487428405e-6,0.0
-9.91,2.372321769738703e-6,0.0
-9.9,2.3796219969039517e-6,0.0
-9.89,2.3867984828392283e-6,0.0
-9.88,2.3938490614716252e-6,0.0
-9.87,2.4007715479499684e-6,0.0
-9.86,2.4075637385398768e-6,0.0
-9.85,2.41422341051848e-6,0.0
-9.84,2.420748322068928e-6,0.0
-9.83,2.4271362121745507e-6,0.0
-9.82,2.4333848005129032e-6,0.0
-9.81,2.439491787349491e-6,0.0
-9.8,2.4454548534311505e-6,0.0
-9.79,2.4512716598793396e-6,0.0
-9.78,2.456939848083116e-6,0.0
-9.77,2.4624570395918175e-6,0.0
-9.76,2.4678208360076657e-6,0.0
-9.75,2.4730288188779475e-6,0.0
-9.74,2.4780785495871447e-6,0.0
-9.73,2.4829675692486924e-6,0.0
-9.72,2.487693398596652e-6,0.0
-9.71,2.49225353787709e-6,0.0
-9.7,2.496645466739254e-6,0.0
-9.69,2.500866644126566e-6,0.0
-9.68,2.5049145081674432e-6,0.0
-9.67,2.5087864760658603e-6,0.0
-9.66,2.5124799439917573e-6,0.0
-9.65,2.515992286971273e-6,0.0
-9.64,2.5193208587767815e-6,0.0
-9.63,2.5224629918167944e-6,0.0
-9.62,2.5254159970255972e-6,0.0
-9.61,2.528177163752858e-6,0.0
-9.6,2.5307437596529813e-6,0.0
-9.59,2.533113030574325e-6,0.0
-9.58,2.535282200448313e-6,0.0
-9.57,2.537248471178373e-6,0.0
-9.56,2.539009022528758e-6,0.0
-9.55,2.540561012013236e-6,0.0
-9.54,2.541901574783645e-6,0.0
-9.53,2.54302782351834e-6,0.0
-9.52,2.5439368483105707e-6,0.0
-9.51,2.544625716556729e-6,0.0
-9.5,2.545091472844469e-6,0.0
-9.49,2.5453311388407764e-6,0.0
-9.48,2.545341713180002e-6,0.0
-9.47,2.5451201713517385e-6,0.0
-9.46,2.544663465588686e-6,0.0
-9.45,2.5439685247543932e-6,0.0
-9.44,2.543032254231132e-6,0.0
-9.43,2.5418515358074695e-6,0.0
-9.42,2.5404232275659886e-6,0.0
-9.41,2.5387441637709827e-6,0.0
-9.4,2.536811154756008e-6,0.0
-9.39,2.5346209868115625e-6,0.0
-9.38,2.5321704220726595e-6,0.0
-9.37,2.529456198406502e-6,0.0
-9.36,2.5264750293001883e-6,0.0
-9.35,2.5232236037482283e-6,0.0
-9.34,2.519698586140451e-6,0.0
-9.33,2.5158966161496495e-6,0.0
-9.32,2.5118143086194264e-6,0.0
-9.31,2.5074482534521317e-6,0.0
-9.3,2.5027950154967757e-6,0.0
-9.29,2.4978511344371044e-6,0.0
-9.28,2.4926131246797687e-6,0.0
-9.27,2.4870774752425216e-6,0.0
-9.26,2.4812406496427235e-6,0.0
-9.25,2.475099085785701e-6,0.0
-9.24,2.4686491958535155e-6,0.0
-9.23,2.4618873661937116e-6,0.0
-9.22,2.454809957208314e-6,0.0
-9.21,2.447413303242969e-6,0.0
-9.2,2.439693712476262e-6,0.0
-9.19,2.431647466809297e-6,0.0
-9.18,2.423270821755412e-6,0.0
-9.17,2.4145600063301875e-6,0.0
-9.16,2.405511222941652e-6,0.0
-9.15,2.3961206472807515e-6,0.0
-9.14,2.3863844282121152e-6,0.0
-9.13,2.3762986876650217e-6,0.0
-9.12,2.3658595205247574e-6,0.0
-9.11,2.3550629945242875e-6,0.0
-9.1,2.3439051501360766e-6,0.0
-9.09,2.332382000464474e-6,0.0
-9.08,2.3204895311383174e-6,0.0
-9.07,2.3082237002039573e-6,0.0
-9.06,2.2955804380186204e-6,0.0
-9.05,2.2825556471441973e-6,0.0
-9.04,2.2691452022414826e-6,0.0
-9.03,2.255344949964782e-6,0.0
-9.02,2.241150708856969e-6,0.0
-9.01,2.2265582692451374e-6,0.0
-9.0,2.211563393136489e-6,0.0
-8.99,2.196161814114971e-6,0.0
-8.98,2.180349237238332e-6,0.0
-8.97,2.164121338935603e-6,0.0
-8.96,2.147473766905341e-6,0.0
-8.95,2.1304021400143183e-6,0.0
-8.94,2.112902048196798e-6,0.0
-8.93,2.0949690523544526e-6,0.0
-8.92,2.076598684256982e-6,0.0
-8.91,2.0577864464431835e-6,0.0
-8.9,2.0385278121229347e-6,0.0
-8.89,2.0188182250796948e-6,0.0
-8.88,1.9986530995738274e-6,0.0
-8.87,1.978027820246533e-6,0.0
-8.86,1.9569377420247094e-6,0.0
-8.85,1.935378190026405e-6,0.0
-8.84,1.9133444594672263e-6,0.0
-8.83,1.8908318155674683e-6,0.0
-8.82,1.867835493460155e-6,0.0
-8.81,1.8443506980998954e-6,0.0
-8.8,1.8203726041726824e-6,0.0
-8.79,1.7958963560065655e-6,0.0
-8.78,1.7709170674833795e-6,0.0
-8.77,1.745429821951177e-6,0.0
-8.76,1.7194296721380493e-6,0.0
-8.75,1.692911640066567e-6,0.0
-8.74,1.6658707169695523e-6,0.0
-8.73,1.6383018632067806e-6,0.0
-8.72,1.6102000081828686e-6,0.0
-8.71,1.5815600502662275e-6,0.0
