E,redet,imdet
-8.7,1.5523768567091293e-6,0.0
-8.69,1.5226452635691507e-6,0.0
-8.68,1.492360075631586e-6,0.0
-8.67,1.4615160663333502e-6,0.0
-8.66,1.4301079776878597e-6,0.0
-8.65,1.3981305202115503e-6,0.0
-8.64,1.3655783728514733e-6,0.0
-8.63,1.332446182914399e-6,0.0
-8.62,1.2987285659972698e-6,0.0
-8.61,1.2644201059190796e-6,0.0
-8.6,1.2295153546542328e-6,0.0
-8.59,1.1940088322674432e-6,0.0
-8.58,1.1578950268500447e-6,0.0
-8.57,1.1211683944580334e-6,0.0
-8.56,1.0838233590516112e-6,0.0
-8.55,1.0458543124363457e-6,0.0
-8.54,1.0072556142061045e-6,0.0
-8.53,9.680215916876291e-7,0.0
-8.52,9.281465398868348e-7,0.0
-8.51,8.87624721437047e-7,0.0
-8.5,8.464503665488358e-7,0.0
-8.49,8.046176729620037e-7,0.0
-8.48,7.62120805899137e-7,0.0
-8.47,7.189538980214137e-7,0.0
-8.46,6.751110493862451e-7,0.0
-8.45,6.305863274069829e-7,0.0
-8.44,5.853737668146953e-7,0.0
-8.43,5.394673696220949e-7,0.0
-8.42,4.92861105089525e-7,0.0
-8.41,4.455489096932887e-7,0.0
-8.4,3.975246870961583e-7,0.0
-8.39,3.487823081202214e-7,0.0
-8.38,2.993156107218896e-7,0.0
-8.37,2.491183999697311e-7,0.0
-8.36,1.9818444802416985e-7,0.0
-8.35,1.4650749412022483e-7,0.0
-8.34,9.408124455228928e-8,0.0
-8.33,4.089937266203273e-8,0.0
-8.32,-1.3044481171630485e-8,0.0
-8.31,-6.77567095393463e-8,0.0
-8.3,-1.232437380057456e-7,0.0
-8.29,-1.7951202511092911e-7,0.0
-8.28,-2.3656806236901926e-7,0.0
-8.27,-2.9441837426400857e-7,0.0
-8.26,-3.530695182424095e-7,0.0
-8.25,-4.125280847030639e-7,0.0
-8.24,-4.728006969836608e-7,0.0
-8.23,-5.338940113444163e-7,0.0
-8.22,-5.958147169481986e-7,0.0
-8.21,-6.585695358376541e-7,0.0
-8.2,-7.221652229088719e-7,0.0
-8.19,-7.866085658817332e-7,0.0
-8.18,-8.519063852666396e-7,0.0
-8.17,-9.180655343280234e-7,0.0
-8.16,-9.850928990439863e-7,0.0
-8.15,-1.0529953980623939e-6,0.0
-8.14,-1.1217799826533386e-6,0.0
-8.13,-1.1914536366575963e-6,0.0
-8.12,-1.2620233764314602e-6,0.0
-8.11,-1.3334962507874359e-6,0.0
-8.1,-1.4058793409311073e-6,0.0
-8.09,-1.4791797603938013e-6,0.0
-8.08,-1.5534046549612305e-6,0.0
-8.07,-1.6285612025976345e-6,0.0
-8.06,-1.7046566133660089e-6,0.0
-8.05,-1.7816981293436086e-6,0.0
-8.04,-1.8596930245331743e-6,0.0
-8.03,-1.938648604769623e-6,0.0
-8.02,-2.0185722076218748e-6,0.0
-8.01,-2.0994712022903387e-6,0.0
-8.0,-2.181352989499357e-6,0.0
-7.99,-2.264225001384751e-6,0.0
-7.98,-2.3480947013766008e-6,0.0
-7.97,-2.4329695840767793e-6,0.0
-7.96,-2.518857175131395e-6,0.0
-7.95,-2.6057650310980665e-6,0.0
-7.94,-2.6937007393077923e-6,0.0
-7.93,-2.782671917721412e-6,0.0
-7.92,-2.8726862147806287e-6,0.0
-7.91,-2.963751309253145e-6,0.0
-7.9,-3.0558749100726437e-6,0.0
-7.89,-3.149064756172216e-6,0.0
-7.88,-3.2433286163125056e-6,0.0
-7.87,-3.338674288903452e-6,0.0
-7.86,-3.435109601820218e-6,0.0
-7.85,-3.5326424122126074e-6,0.0
-7.84,-3.631280606308093e-6,0.0
-7.83,-3.731032099208916e-6,0.0
-7.82,-3.8319048346819395e-6,0.0
-7.81,-3.933906784942427e-6,0.0
-7.8,-4.0370459504305e-6,0.0
-7.79,-4.141330359581242e-6,0.0
-7.78,-4.246768068587381e-6,0.0
-7.77,-4.353367161154808e-6,0.0
-7.76,-4.4611357482512774e-6,0.0
-7.75,-4.5700819678472515e-6,0.0
-7.74,-4.680213984649307e-6,0.0
-7.73,-4.791539989826263e-6,0.0
-7.72,-4.9040682007270686e-6,0.0
-7.71,-5.017806860591092e-6,0.0
-7.7,-5.132764238250181e-6,0.0
-7.69,-5.248948627822846e-6,0.0
-7.68,-5.366368348399709e-6,0.0
-7.67,-5.485031743720881e-6,0.0
-7.66,-5.604947181844604e-6,0.0
-7.65,-5.726123054807114e-6,0.0
-7.64,-5.848567778273682e-6,0.0
-7.63,-5.972289791180544e-6,0.0
-7.62,-6.097297555367832e-6,0.0
-7.61,-6.223599555203111e-6,0.0
-7.6,-6.3512042971951014e-6,0.0
-7.59,-6.48012030959821e-6,0.0
-7.58,-6.610356142007174e-6,0.0
-7.57,-6.741920364941292e-6,0.0
-7.56,-6.874821569419243e-6,0.0
-7.55,-7.009068366522851e-6,0.0
-7.54,-7.1446693869509555e-6,0.0
-7.53,-7.281633280562381e-6,0.0
-7.52,-7.4199687159079814e-6,0.0
-7.51,-7.559684379751918e-6,0.0
-7.5,-7.70078897658157e-6,0.0
-7.49,-7.843291228106244e-6,0.0
-7.48,-7.987199872744145e-6,0.0
-7.47,-8.132523665097595e-6,0.0
-7.46,-8.279271375416638e-6,0.0
-7.45,-8.427451789049992e-6,0.0
-7.44,-8.577073705884228e-6,0.0
-7.43,-8.728145939769852e-6,0.0
-7.42,-8.880677317935048e-6,0.0
-7.41,-9.03467668038645e-6,0.0
-7.4,-9.190152879296403e-6,0.0
-7.39,-9.347114778377385e-6,0.0
-7.38,-9.50557125224223e-6,0.0
-7.37,-9.66553118575116e-6,0.0
-7.36,-9.82700347334404e-6,0.0
-7.35,-9.989997018359503e-6,0.0
-7.34,-1.0154520732337958e-5,0.0
-7.33,-1.032058353431137e-5,0.0
-7.32,-1.0488194350077458e-5,0.0
-7.31,-1.0657362111458365e-5,0.0
-7.3,-1.0828095755544356e-5,0.0
-7.29,-1.1000404223921743e-5,0.0
-7.28,-1.1174296461884342e-5,0.0
-7.27,-1.1349781417629463e-5,0.0
-7.26,-1.1526868041436857e-5,0.0
-7.25,-1.1705565284831184e-5,0.0
-7.24,-1.1885882099727176e-5,0.0
-7.23,-1.2067827437557948e-5,0.0
-7.22,-1.2251410248385004e-5,0.0
-7.21,-1.24366394799914e-5,0.0
-7.2,-1.2623524076955623e-5,0.0
-7.19,-1.2812072979708353e-5,0.0
-7.18,-1.3002295123568945e-5,0.0
-7.17,-1.3194199437764065e-5,0.0
-7.16,-1.338779484442655e-5,0.0
-7.15,-1.3583090257574667e-5,0.0
-7.14,-1.3780094582071379e-5,0.0
-7.13,-1.3978816712562999e-5,0.0
-7.12,-1.4179265532398203e-5,0.0
-7.11,-1.4381449912524821e-5,0.0
-7.1,-1.458537871036641e-5,0.0
-7.09,-1.4791060768676542e-5,0.0
-7.08,-1.4998504914371321e-5,0.0
-7.07,-1.5207719957339873e-5,0.0
-7.06,-1.5418714689231526e-5,0.0
-7.05,-1.5631497882220874e-5,0.0
-7.04,-1.584607828774816e-5,0.0
-7.03,-1.6062464635237294e-5,0.0
-7.02,-1.628066563078874e-5,0.0
-7.01,-1.6500689955848047e-5,0.0
-7.0,-1.6722546265849697e-5,0.0
-6.99,-1.6946243188835548e-5,0.0
-6.98,-1.7171789324047172e-5,0.0
-6.97,-1.7399193240492578e-5,0.0
-6.96,-1.7628463475486283e-5,0.0
-6.95,-1.785960853316182e-5,0.0
-6.94,-1.8092636882957382e-5,0.0
-6.93,-1.8327556958073837e-5,0.0
-6.92,-1.8564377153903754e-5,0.0
-6.91,-1.880310582643186e-5,0.0
-6.9,-1.9043751290607123e-5,0.0
-6.89,-1.9286321818683574e-5,0.0
-6.88,-1.9530825638532868e-5,0.0
-6.87,-1.9777270931924472e-5,0.0
-6.86,-2.002566583277625e-5,0.0
-6.85,-2.0276018425371973e-5,0.0
-6.84,-2.0528336742548272e-5,0.0
-6.83,-2.0782628763847705e-5,0.0
-6.82,-2.1038902413639258e-5,0.0
-6.81,-2.1297165559205295e-5,0.0
-6.8,-2.1557426008793895e-5,0.0
-6.79,-2.1819691509637264e-5,0.0
-6.78,-2.2083969745933252e-5,0.0
-6.77,-2.235026833679326e-5,0.0
-6.76,-2.261859483415164e-5,0.0
-6.75,-2.2888956720639416e-5,0.0
-6.74,-2.316136140742e-5,0.0
-6.73,-2.3435816231986374e-5,0.0
-6.72,-2.371232845592041e-5,0.0
-6.71,-2.399090526261187e-5,0.0
-6.7,-2.4271553754937543e-5,0.0
-6.69,-2.45542809529004e-5,0.0
-6.68,-2.483909379122673e-5,0.0
-6.67,-2.5125999116921023e-5,0.0
-6.66,-2.5415003686779814e-5,0.0
-6.65,-2.57061141648599e-5,0.0
-6.64,-2.5999337119905016e-5,0.0
-6.63,-2.6294679022725335e-5,0.0
-6.62,-2.6592146243533924e-5,0.0
-6.61,-2.6891745049235164e-5,0.0
-6.6,-2.7193481600667605e-5,0.0
-6.59,-2.7497361949798707e-5,0.0
-6.58,-2.7803392036870653e-5,0.0
-6.57,-2.8111577687498382e-5,0.0
-6.56,-2.842192460971696e-5,0.0
-6.55,-2.8734438390977226e-5,0.0
-6.54,-2.9049124495092027e-5,0.0
-6.53,-2.9365988259128582e-5,0.0
-6.52,-2.968503489024847e-5,0.0
-6.51,-3.0006269462492694e-5,0.0
-6.5,-3.0329696913512986e-5,0.0
-6.49,-3.065532204124656e-5,0.0
-6.48,-3.09831495005348e-5,0.0
-6.47,-3.1313183799684155e-5,0.0
-6.46,-3.164542929696824e-5,0.0
-6.45,-3.1979890197071574e-5,0.0
-6.44,-3.2316570547471464e-5,0.0
-6.43,-3.2655474234760394e-5,0.0
-6.42,-3.299660498090464e-5,0.0
-6.41,-3.33399663394407e-5,0.0
-6.4,-3.368556169160638e-5,0.0
-6.39,-3.403339424240822e-5,0.0
-6.38,-3.4383467016620545e-5,0.0
-6.37,-3.473578285471921e-5,0.0
-6.36,-3.5090344408745295e-5,0.0
-6.35,-3.5447154138099455e-5,0.0
-6.34,-3.5806214305267247e-5,0.0
-6.33,-3.616752697147002e-5,0.0
-6.32,-3.65310939922453e-5,0.0
-6.31,-3.68969170129514e-5,0.0
-6.3,-3.726499746419774e-5,0.0
-6.29,-3.763533655719814e-5,0.0
-6.28,-3.8007935279046576e-5,0.0
-6.27,-3.838279438791401e-5,0.0
-6.26,-3.875991440816488e-5,0.0
-6.25,-3.913929562539216e-5,0.0
-6.24,-3.952093808136969e-5,0.0
-6.23,-3.9904841568919935e-5,0.0
-6.22,-4.029100562669704e-5,0.0
-6.21,-4.0679429533882225e-5,0.0
-6.2,-4.1070112304790994e-5,0.0
-6.19,-4.1463052683391936e-5,0.0
-6.18,-4.1858249137731975e-5,0.0
-6.17,-4.225569985427158e-5,0.0
-6.16,-4.26554027321232e-5,0.0
-6.15,-4.3057355377198654e-5,0.0
-6.14,-4.3461555096252705e-5,0.0
-6.13,-4.3867998890834344e-5,0.0
-6.12,-4.427668345113393e-5,0.0
-6.11,-4.468760514972957e-5,0.0
-6.1,-4.510076003523083e-5,0.0
-6.09,-4.5516143825815314e-5,0.0
-6.08,-4.5933751902660064e-5,0.0
-6.07,-4.6353579303263334e-5,0.0
-6.06,-4.677562071465654e-5,0.0
-6.05,-4.719987046650408e-5,0.0
-6.04,-4.762632252408739e-5,0.0
-6.03,-4.805497048117662e-5,0.0
-6.02,-4.848580755278188e-5,0.0
-6.01,-4.891882656778481e-5,0.0
-6.0,-4.9354019961450484e-5,0.0
-5.99,-4.979137976781419e-5,0.0
-5.98,-5.0230897611942936e-5,0.0
-5.97,-5.067256470207123e-5,0.0
-5.96,-5.111637182160216e-5,0.0
-5.95,-5.156230932098386e-5,0.0
-5.94,-5.201036710944701e-5,0.0
-5.93,-5.246053464660603e-5,0.0
-5.92,-5.291280093392698e-5,0.0
-5.91,-5.336715450604736e-5,0.0
-5.9,-5.3823583421961536e-5,0.0
-5.89,-5.428207525605293e-5,0.0
-5.88,-5.474261708898471e-5,0.0
-5.87,-5.520519549843806e-5,0.0
-5.86,-5.566979654969731e-5,0.0
-5.85,-5.613640578608094e-5,0.0
-5.84,-5.660500821921728e-5,0.0
-5.83,-5.707558831915556e-5,0.0
-5.82,-5.754813000431861e-5,0.0
-5.81,-5.802261663128916e-5,0.0
-5.8,-5.8499030984425526e-5,0.0
-5.79,-5.8977355265310505e-5,0.0
-5.78,-5.945757108202367e-5,0.0
-5.77,-5.9939659438239207e-5,0.0
-5.76,-6.0423600722143186e-5,0.0
-5.75,-6.090937469516789e-5,0.0
-5.74,-6.139696048054366e-5,0.0
-5.73,-6.188633655165934e-5,0.0
-5.72,-6.237748072023257e-5,0.0
-5.71,-6.287037012428605e-5,0.0
-5.7,-6.33649812159242e-5,0.0
-5.69,-6.386128974891055e-5,0.0
-5.68,-6.435927076604e-5,0.0
-5.67,-6.48588985863028e-5,0.0
-5.66,-6.536014679183694e-5,0.0
-5.65,-6.586298821466822e-5,0.0
-5.64,-6.636739492322731e-5,0.0
-5.63,-6.687333820865034e-5,0.0
-5.62,-6.738078857085024e-5,0.0
-5.61,-6.788971570435812e-5,0.0
-5.6,-6.840008848393483e-5,0.0
-5.59,-6.891187494994174e-5,0.0
-5.58,-6.94250422934729e-5,0.0
-5.57,-6.993955684124039e-5,0.0
-5.56,-7.04553840402114e-5,0.0
-5.55,-7.097248844199228e-5,0.0
-5.54,-7.14908336869533e-5,0.0
-5.53,-7.201038248809261e-5,0.0
-5.52,-7.253109661463452e-5,0.0
-5.51,-7.305293687535513e-5,0.0
-5.5,-7.357586310163339e-5,0.0
-5.49,-7.409983413022375e-5,0.0
-5.48,-7.462480778574046e-5,0.0
-5.47,-7.515074086285648e-5,0.0
-5.46,-7.567758910820356e-5,0.0
-5.45,-7.620530720197793e-5,0.0
-5.44,-7.673384873923755e-5,0.0
-5.43,-7.726316621089103e-5,0.0
-5.42,-7.779321098437119e-5,0.0
-5.41,-7.832393328399147e-5,0.0
-5.4,-7.885528217097192e-5,0.0
-5.39,-7.93872055231378e-5,0.0
-5.38,-7.991965001427912e-5,0.0
-5.37,-8.04525610931688e-5,0.0
-5.36,-8.09858829622342e-5,0.0
-5.35,-8.151955855587087e-5,0.0
-5.34,-8.205352951839665e-5,0.0
-5.33,-8.25877361816447e-5,0.0
-5.32,-8.312211754217362e-5,0.0
-5.31,-8.365661123811005e-5,0.0
-5.3,-8.419115352559619e-5,0.0
-5.29,-8.472567925485168e-5,0.0
-5.28,-8.526012184583136e-5,0.0
-5.27,-8.579441326348257e-5,0.0
-5.26,-8.632848399258564e-5,0.0
-5.25,-8.686226301217348e-5,0.0
-5.24,-8.739567776953316e-5,0.0
-5.23,-8.792865415375974e-5,0.0
-5.22,-8.846111646887775e-5,0.0
-5.21,-8.899298740650963e-5,0.0
-5.2,-8.952418801808936e-5,0.0
-5.19,-9.005463768660475e-5,0.0
-5.18,-9.058425409787521e-5,0.0
-5.17,-9.111295321134013e-5,0.0
-5.16,-9.164064923036163e-5,0.0
-5.15,-9.21672545720266e-5,0.0
-5.14,-9.269267983644648e-5,0.0
-5.13,-9.321683377553121e-5,0.0
-5.12,-9.373962326125092e-5,0.0
-5.11,-9.426095325335214e-5,0.0
-5.1,-9.47807267665386e-5,0.0
-5.09,-9.529884483709257e-5,0.0
-5.08,-9.581520648894095e-5,0.0
-5.07,-9.632970869914045e-5,0.0
-5.06,-9.68422463627884e-5,0.0
-5.05,-9.735271225733337e-5,0.0
-5.04,-9.786099700628644e-5,0.0
-5.03,-9.836698904232e-5,0.0
-5.02,-9.887057456973828e-5,0.0
-5.01,-9.937163752631312e-5,0.0
-5.0,-9.987005954447249e-5,0.0
-4.99,-0.00010036571991183343,0.0
-4.98,-0.00010085849553106177,0.0
-4.97,-0.00010134826087904767,0.0
-4.96,-0.00010183488796539447,0.0
-4.95,-0.00010231824629019237,0.0
-4.94,-0.00010279820280107827,0.0
-4.93,-0.0001032746218495631,0.0
-4.92,-0.00010374736514661147,0.0
-4.91,-0.00010421629171746563,0.0
-4.9,-0.00010468125785569796,0.0
-4.89,-0.00010514211707647363,0.0
-4.88,-0.00010559872006901653,0.0
-4.87,-0.00010605091464826338,0.0
-4.86,-0.00010649854570568184,0.0
-4.85,-0.00010694145515925122,0.0
-4.84,-0.00010737948190258086,0.0
-4.83,-0.00010781246175315591,0.0
-4.82,-0.0001082402273996906,0.0
-4.81,-0.00010866260834857553,0.0
-4.8,-0.00010907943086940388,0.0
-4.79,-0.00010949051793955405,0.0
-4.78,-0.00010989568918782198,0.0
-4.77,-0.0001102947608370698,0.0
-4.76,-0.00011068754564589127,0.0
-4.75,-0.00011107385284926353,0.0
-4.74,-0.0001114534880981681,0.0
-4.73,-0.00011182625339816842,0.0
-4.72,-0.00011219194704691967,0.0
-4.71,-0.00011255036357058893,0.0
-4.7,-0.0001129012936591768,0.0
-4.69,-0.0001132445241007038,0.0
-4.68,-0.00011357983771425451,0.0
-4.67,-0.00011390701328185473,0.0
-4.66,-0.00011422582547915203,0.0
-4.65,-0.00011453604480489421,0.0
-4.64,-0.00011483743750916302,0.0
-4.63,-0.00011512976552035722,0.0
-4.62,-0.0001154127863708926,0.0
-4.61,-0.0001156862531215978,0.0
-4.6,-0.00011594991428478034,0.0
-4.59,-0.00011620351374594254,0.0
-4.58,-0.00011644679068411293,0.0
-4.57,-0.00011667947949077524,0.0
-4.56,-0.00011690130968737107,0.0
-4.55,-0.00011711200584133656,0.0
-4.54,-0.00011731128748065765,0.0
-4.53,-0.00011749886900691415,0.0
-4.52,-0.00011767445960677734,0.0
-4.51,-0.00011783776316194347,0.0
-4.5,-0.00011798847815745478,0.0
-4.49,-0.00011812629758840287,0.0
-4.48,-0.00011825090886496434,0.0
-4.47,-0.00011836199371573942,0.0
-4.46,-0.00011845922808937088,0.0
-4.45,-0.00011854228205440162,0.0
-4.44,-0.00011861081969734229,0.0
-4.43,-0.00011866449901890857,0.0
-4.42,-0.00011870297182839936,0.0
-4.41,-0.0001187258836361816,0.0
-4.4,-0.00011873287354423624,0.0
-4.39,-0.00011872357413473556,0.0
-4.38,-0.00011869761135661387,0.0
-4.37,-0.00011865460441008919,0.0
-4.36,-0.00011859416562909869,0.0
-4.35,-0.00011851590036160626,0.0
-4.34,-0.0001184194068477455,0.0
-4.33,-0.00011830427609574597,0.0
-4.32,-0.00011817009175561067,0.0
-4.31,-0.00011801642999049725,0.0
-4.3,-0.00011784285934575126,0.0
-4.29,-0.00011764894061555965,0.0
-4.28,-0.0001174342267071639,0.0
-4.27,-0.00011719826250259227,0.0
-4.26,-0.00011694058471786201,0.0
-4.25,-0.00011666072175960159,0.0
-4.24,-0.00011635819357904014,0.0
-4.23,-0.00011603251152331072,0.0
-4.22,-0.00011568317818402683,0.0
-4.21,-0.00011530968724305403,0.0
-4.2,-0.00011491152331544947,0.0
-4.19,-0.00011448816178949004,0.0
-4.18,-0.00011403906866374255,0.0
-4.17,-0.00011356370038111732,0.0
-4.16,-0.00011306150365983959,0.0
-4.15,-0.00011253191532128114,0.0
-4.14,-0.00011197436211458587,0.0
-4.13,-0.00011138826053803399,0.0
-4.12,-0.00011077301665705869,0.0
-4.11,-0.00011012802591887855,0.0
-4.1,-0.00010945267296364912,0.0
-4.09,-0.00010874633143207636,0.0
-4.08,-0.0001080083637694229,0.0
-4.07,-0.0001072381210258255,0.0
-4.06,-0.00010643494265285369,0.0
-4.05,-0.00010559815629623465,0.0
-4.04,-0.00010472707758466501,0.0
-4.03,-0.00010382100991461926,0.0
-4.02,-0.00010287924423109658,0.0
-4.01,-0.00010190105880419751,0.0
-4.0,-0.00010088571900145932,0.0
-3.99,-9.983247705585986e-5,0.0
-3.98,-9.874057182939978e-5,0.0
-3.97,-9.760922857217045e-5,0.0
-3.96,-9.643765867681867e-5,0.0
-3.95,-9.522505942830826e-5,0.0
-3.94,-9.397061374888248e-5,0.0
-3.93,-9.26734899381243e-5,0.0
-3.92,-9.133284140802508e-5,0.0
-3.91,-8.994780641293919e-5,0.0
-3.9,-8.85175077743255e-5,0.0
-3.89,-8.704105260017489e-5,0.0
-3.88,-8.551753199899628e-5,0.0
-3.87,-8.394602078826346e-5,0.0
-3.86,-8.232557719718936e-5,0.0
-3.85,-8.065524256371904e-5,0.0
-3.84,-7.893404102561596e-5,0.0
-3.83,-7.716097920552341e-5,0.0
-3.82,-7.533504588984554e-5,0.0
-3.81,-7.345521170136177e-5,0.0
-3.8,-7.152042876540142e-5,0.0
-3.79,-6.952963036945618e-5,0.0
-3.78,-6.748173061609566e-5,0.0
-3.77,-6.537562406902336e-5,0.0
-3.76,-6.321018539215475e-5,0.0
-3.75,-6.0984268981540455e-5,0.0
-3.74,-5.869670858998339e-5,0.0
-3.73,-5.6346316944216375e-5,0.0
-3.72,-5.3931885354442655e-5,0.0
-3.71,-5.1452183316105034e-5,0.0
-3.7,-4.890595810368855e-5,0.0
-3.69,-4.629193435641322e-5,0.0
-3.68,-4.36088136555995e-5,0.0
-3.67,-4.085527409356624e-5,0.0
-3.66,-3.802996983383865e-5,0.0
-3.65,-3.513153066251241e-5,0.0
-3.64,-3.215856153053388e-5,0.0
-3.63,-2.910964208673919e-5,0.0
-3.62,-2.598332620142055e-5,0.0
-3.61,-2.2778141480220966e-5,0.0
-3.6,-1.9492588768133435e-5,0.0
-3.59,-1.6125141643401224e-5,0.0
-3.58,-1.267424590106888e-5,0.0
-3.57,-9.138319025973973e-6,0.0
-3.56,-5.515749654938433e-6,0.0
-3.55,-1.8048970279045403e-6,0.0
-3.54,1.9959095722303953e-6,0.0
-3.53,5.888371391302025e-6,0.0
-3.52,9.874220787411576e-6,0.0
-3.51,1.3955221826526607e-5,0.0
-3.5,1.8133170890421498e-5,0.0
-3.49,2.2409897297279917e-5,0.0
-3.48,2.678726393519857e-5,0.0
-3.47,3.1267167908923104e-5,0.0
-3.46,3.585154120010657e-5,0.0
-3.45,4.0542351341396595e-5,0.0
-3.44,4.534160210467688e-5,0.0
-3.43,5.025133420378622e-5,0.0
-3.42,5.5273626012060736e-5,0.0
-3.41,6.041059429501893e-5,0.0
-3.4,6.566439495857198e-5,0.0
-3.39,7.103722381309716e-5,0.0
-3.38,7.653131735375122e-5,0.0
-3.37,8.214895355741536e-5,0.0
-3.36,8.789245269664636e-5,0.0
-3.35,9.376417817104489e-5,0.0
-3.34,9.976653735643895e-5,0.0
-3.33,0.00010590198247233446,0.0
-3.32,0.00011217301146800099,0.0
-3.31,0.00011858216892773439,0.0
-3.3,0.000125132046995639,0.0
-3.29,0.00013182528632049747,0.0
-3.28,0.000138664577021144,0.0
-3.27,0.0001456526596728441,0.0
-3.26,0.00015279232631521073,0.0
-3.25,0.00016008642148216027,0.0
-3.24,0.00016753784325442084,0.0
-3.23,0.00017514954433518412,0.0
-3.22,0.00018292453314940852,0.0
-3.21,0.0001908658749674088,0.0
-3.2,0.00019897669305326854,0.0
-3.19,0.00020726016983872863,0.0
-3.18,0.00021571954812313064,0.0
-3.17,0.0002243581323001158,0.0
-3.16,0.00023317928961167204,0.0
-3.15,0.00024218645143026516,0.0
-3.14,0.00025138311456969893,0.0
-3.13,0.0002607728426254674,0.0
-3.12,0.0002703592673452835,0.0
-3.11,0.0002801460900305856,0.0
-3.1,0.00029013708296976104,0.0
-3.09,0.0003003360909038985,0.0
-3.08,0.000310747032525907,0.0
-3.07,0.00032137390201378773,0.0
-3.06,0.0003322207705989903,0.0
-3.05,0.00034329178817070407,0.0
-3.04,0.0003545911849170011,0.0
-3.03,0.00036612327300379415,0.0
-3.02,0.0003778924482925301,0.0
-3.01,0.0003899031920976965,0.0
-3.0,0.0004021600729850503,0.0
